Description,Technical  Class
"STUD, SIZE:M12X50, MATERIAL:25 CR DUPLEX",PTP37
"NUT, EYE, SIZE:M20 VRM-N20, MATERIAL:GRADE 95",SCH55
"PLATE, SIZE:PL 200 X 1000 X 2000, MATERIAL:S355G10+N/M",CTZ99
"BOLT, EYE, SIZE:M10, MATERIAL:GRADE 95",STL05
"THERMOWELL, COOLING OIL SYSTEM, RATING:45 BARG(TEST PRESSURE)",ICN10
"TRANSMITTER, TEMPERATURE, TYPE:SCREWED INTO THERMOWELL, RATING:-50 TO 450 DEG C",ICT10
"TRANSMITTER, PRESSURE, TYPE:COPLANAR MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"TRANSMITTER, DIFFERENTIAL PRESSURE, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"INDICATOR, DIFFERENTIAL PRESSURE, RATING:SP 3 BAR",ICI03
"VALVE, PRESSURE CONTROL, RATING:-45 TO 90 DEG C, SP 13.8 BARG",VAC99
"VALVE, PRESSURE CONTROL, TYPE:MANIFOLD MOUNTED ON BLOCK, RATING:-10 TO 80 DEG C, 350 BAR MAX",VAC99
"TRANSMITTER, LEVEL, RATING:-40 TO 130 DEG C, -1 TO 40 BAR, CONNECTION MATERIAL:316 SST",ICT04
"GAUGE, LEVEL",ICG02
"TRANSMITTER, FLOW, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT03
"ORIFICE, RESTRICTION, SIZE:1 1/2"", 5MM THK, RATING:300, MATERIAL:TITANIUM GRADE 2",ICP01
"ORIFICE, RESTRICTION, SIZE:5MM THK, MATERIAL:AISI 316 SS",ICP01
"ORIFICE, RESTRICTION, SIZE:6"", 5MM THK, RATING:300, MATERIAL:25 CR SUPER DUPLEX",ICP01
"TOOL BOX, SE PUMP",CTL99
"TOOL, SPECIAL FOR TAPER FIT IMPELLER",CTL99
"TOOL, ASSEMBLY FOR TAPER FIT IMPELLER M60",CTL99
"TOOL, RETAINER",SCH17
"TOOL, PRESSURE TESTING/PURGE TOOL",CTL99
"TOOL, HANG OFF",CTL99
"TOOL, LOCKING",CTL99
"BRACKET(ASSEMBLY), BEARING, SIZE:450/DIA 128 SHAFT/DIA 680/60, MATERIAL:25 CR DUPLEX",MEP07
"BRACKET(LOWER), BEARING, SE450, MATERIAL:25 CR DUPLEX",MEP07
"BOLT, SOCKET, SIZE:M6X60, MATERIAL:25 CR DUPLEX",TSC04
"BAR, CIRCULAR, SIZE:DIA 280, MATERIAL:EN 1.6582",MEP99
"RING, DISTANCE, SE450, TYPE:6 POLE, MATERIAL:S355G10+N/M",MEP99
"SEAL(ASSEMBLY), MECHANICAL, SIZE:DIA 128",SCH54
"PLATE, SIZE:PL 15 X 1500 X 3000, MATERIAL:25 CR DUPLEX",CTZ99
"PLUG, STATOR, MATERIAL:25 CR DUPLEX",SCH63
"PLATE, SIZE:PL 12 X 2000 X 6000, MATERIAL:25 CR DUPLEX",CTZ99
"SCREW, RING, SIZE:RS-M42, MATERIAL:ST 80",SCH72
"SCREW, RING, SIZE:RS-M12, MATERIAL:ST 80",SCH72
"STUD, MATERIAL:M20X60, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M20X90, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M16X55, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M16, MATERIAL:25 CR DUPLEX",SCH55
"STUD, MATERIAL:M10X70, MATERIAL:25 CR DUPLEX",PTP37
"PLUG, LOCKING, MATERIAL:25 CR DUPLEX",SCH63
"BOLT, HEXAGONAL, SIZE:M10X20, MATERIAL:25 CR DUPLEX",TSC04
"SLEEVE, LOWER SE, MATERIAL:TITAN GR.2",SCH77
"PIPE, SEAMLESS, SIZE:4"", TYPE:SCH 10S, LENGTH:5753MM, MATERIAL:TITAN GR.2",SPI29
"SLEEVE, UPPER SE, MATERIAL:TITAN GR.2",SCH77
"GLAND, BOX, RATING:11 KV, MATERIAL:1.4404",CFC03
"PLATE, SIZE:PL 8 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BOLT, THREADED, SIZE:M8X1000, MATERIAL:A4-80",TSC04
"ROD, LOCK, LENGTH:1319, MATERIAL:POM-C HVIT",MEP99
"ROD, LOCK, SIZE:OD 13/ID 5, LENGTH:6000 MM, MATERIAL:POM C WHITE",MEP99
"TUBE INSULATION, LENGTH:1348, MATERIAL:POM-C HVIT",PTT99
"TUBE INSULATION, SIZE:OD 40/ ID 33, LENGTH:6000 MM, MATERIAL:POM C",PTT99
"COVER, BOX GLAND, MATERIAL:1.4404",ELA01
"PLUG, SEAL, MATERIAL:POM C WHITE",SCH63
"PLATE, SIZE:PL 4 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"PLATE, SIZE:PL 10 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BAR, CIRCULAR, SIZE:DIA 60, MATERIAL:EN 1.4404",MEP99
"BAR, CIRCULAR, SIZE:DIA 12, MATERIAL:1.4401",MEP99
"NIPPLE, WELD, SIZE:1"" NPT, MATERIAL:1.4404",SCJ04
"NIPPLE, HEXAGONAL, SIZE:G 1/2"", MATERIAL:EN 1.4432",SCJ04
"BAR, CIRCULAR, SIZE:DIA 220, MATERIAL:EN 1.4404",MEP99
"PLUG, HEXAGONAL, SIZE:5/8-18 UNF, MATERIAL:1.4401",SCH63
"PLUG, SOCKET, SIZE:1/8"" NPT, MATERIAL:EN 1.4401",SCH63
"GASKET, SIZE:DIA 1 /2"", RATING:300 RF, MATERIAL:ARAMID FIBER/NBR",PTP38
"PLUG, SOCKET, SIZE:1 1/4"" NPT, MATERIAL:EN 1.4401",SCH63
"BAR, CIRCULAR, SIZE:DIA 130, MATERIAL:EN 1.4404",MEP99
"PLATE, SIZE:PL 30 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"HOSE, OIL INLET, SIZE:1"" X 890, MATERIAL:MEGA TUFF",SPI38
"NUT, EYE, SIZE:M10, MATERIAL:GRADE 95",SCH55
"BOLT, EYE, SIZE:M12, MATERIAL:GRADE 95",STL05
"BOLT, EYE, SIZE:M20, MATERIAL:GRADE 95",STL05
"BOLT, SOCKET, SIZE:M6X16, MATERIAL:25 CR DUPLEX",TSC04
"BOLT, SOCKET, SIZE:M12X30, MATERIAL:25 CR DUPLEX",TSC04
"STUD, SIZE:M20X100, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M8, MATERIAL:25 CR DUPLEX",SCH55
"BOLT, SOCKET, SIZE:M8X90, MATERIAL:25 CR DUPLEX",TSC04
"NUT, LOCK, SIZE:M12, MATERIAL:25 CR DUPLEX",SCH55
"STUD, SIZE:M12X50, MATERIAL:25 CR DUPLEX",PTP37
"NUT, EYE, SIZE:M20 VRM-N20, MATERIAL:GRADE 95",SCH55
"PLATE, SIZE:PL 200 X 1000 X 2000, MATERIAL:S355G10+N/M",CTZ99
"BOLT, EYE, SIZE:M10, MATERIAL:GRADE 95",STL05
"THERMOWELL, COOLING OIL SYSTEM, RATING:45 BARG(TEST PRESSURE)",ICN10
"TRANSMITTER, TEMPERATURE, TYPE:SCREWED INTO THERMOWELL, RATING:-50 TO 450 DEG C",ICT10
"TRANSMITTER, PRESSURE, TYPE:COPLANAR MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"TRANSMITTER, DIFFERENTIAL PRESSURE, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"INDICATOR, DIFFERENTIAL PRESSURE, RATING:SP 3 BAR",ICI03
"VALVE, PRESSURE CONTROL, RATING:-45 TO 90 DEG C, SP 13.8 BARG",VAC99
"VALVE, PRESSURE CONTROL, TYPE:MANIFOLD MOUNTED ON BLOCK, RATING:-10 TO 80 DEG C, 350 BAR MAX",VAC99
"TRANSMITTER, LEVEL, RATING:-40 TO 130 DEG C, -1 TO 40 BAR, CONNECTION MATERIAL:316 SST",ICT04
"GAUGE, LEVEL",ICG02
"TRANSMITTER, FLOW, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT03
"ORIFICE, RESTRICTION, SIZE:1 1/2"", 5MM THK, RATING:300, MATERIAL:TITANIUM GRADE 2",ICP01
"ORIFICE, RESTRICTION, SIZE:5MM THK, MATERIAL:AISI 316 SS",ICP01
"ORIFICE, RESTRICTION, SIZE:6"", 5MM THK, RATING:300, MATERIAL:25 CR SUPER DUPLEX",ICP01
"TOOL BOX, SE PUMP",CTL99
"TOOL, SPECIAL FOR TAPER FIT IMPELLER",CTL99
"TOOL, ASSEMBLY FOR TAPER FIT IMPELLER M60",CTL99
"TOOL, RETAINER",SCH17
"TOOL, PRESSURE TESTING/PURGE TOOL",CTL99
"TOOL, HANG OFF",CTL99
"TOOL, LOCKING",CTL99
"BRACKET(ASSEMBLY), BEARING, SIZE:450/DIA 128 SHAFT/DIA 680/60, MATERIAL:25 CR DUPLEX",MEP07
"BRACKET(LOWER), BEARING, SE450, MATERIAL:25 CR DUPLEX",MEP07
"BOLT, SOCKET, SIZE:M6X60, MATERIAL:25 CR DUPLEX",TSC04
"BAR, CIRCULAR, SIZE:DIA 280, MATERIAL:EN 1.6582",MEP99
"RING, DISTANCE, SE450, TYPE:6 POLE, MATERIAL:S355G10+N/M",MEP99
"SEAL(ASSEMBLY), MECHANICAL, SIZE:DIA 128",SCH54
"PLATE, SIZE:PL 15 X 1500 X 3000, MATERIAL:25 CR DUPLEX",CTZ99
"PLUG, STATOR, MATERIAL:25 CR DUPLEX",SCH63
"PLATE, SIZE:PL 12 X 2000 X 6000, MATERIAL:25 CR DUPLEX",CTZ99
"SCREW, RING, SIZE:RS-M42, MATERIAL:ST 80",SCH72
"SCREW, RING, SIZE:RS-M12, MATERIAL:ST 80",SCH72
"STUD, MATERIAL:M20X60, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M20X90, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M16X55, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M16, MATERIAL:25 CR DUPLEX",SCH55
"STUD, MATERIAL:M10X70, MATERIAL:25 CR DUPLEX",PTP37
"PLUG, LOCKING, MATERIAL:25 CR DUPLEX",SCH63
"BOLT, HEXAGONAL, SIZE:M10X20, MATERIAL:25 CR DUPLEX",TSC04
"SLEEVE, LOWER SE, MATERIAL:TITAN GR.2",SCH77
"PIPE, SEAMLESS, SIZE:4"", TYPE:SCH 10S, LENGTH:5753MM, MATERIAL:TITAN GR.2",SPI29
"SLEEVE, UPPER SE, MATERIAL:TITAN GR.2",SCH77
"GLAND, BOX, RATING:11 KV, MATERIAL:1.4404",CFC03
"PLATE, SIZE:PL 8 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BOLT, THREADED, SIZE:M8X1000, MATERIAL:A4-80",TSC04
"ROD, LOCK, LENGTH:1319, MATERIAL:POM-C HVIT",MEP99
"ROD, LOCK, SIZE:OD 13/ID 5, LENGTH:6000 MM, MATERIAL:POM C WHITE",MEP99
"TUBE INSULATION, LENGTH:1348, MATERIAL:POM-C HVIT",PTT99
"TUBE INSULATION, SIZE:OD 40/ ID 33, LENGTH:6000 MM, MATERIAL:POM C",PTT99
"COVER, BOX GLAND, MATERIAL:1.4404",ELA01
"PLUG, SEAL, MATERIAL:POM C WHITE",SCH63
"PLATE, SIZE:PL 4 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"PLATE, SIZE:PL 10 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BAR, CIRCULAR, SIZE:DIA 60, MATERIAL:EN 1.4404",MEP99
"BAR, CIRCULAR, SIZE:DIA 12, MATERIAL:1.4401",MEP99
"NIPPLE, WELD, SIZE:1"" NPT, MATERIAL:1.4404",SCJ04
"NIPPLE, HEXAGONAL, SIZE:G 1/2"", MATERIAL:EN 1.4432",SCJ04
"BAR, CIRCULAR, SIZE:DIA 220, MATERIAL:EN 1.4404",MEP99
"PLUG, HEXAGONAL, SIZE:5/8-18 UNF, MATERIAL:1.4401",SCH63
"PLUG, SOCKET, SIZE:1/8"" NPT, MATERIAL:EN 1.4401",SCH63
"GASKET, SIZE:DIA 1 /2"", RATING:300 RF, MATERIAL:ARAMID FIBER/NBR",PTP38
"PLUG, SOCKET, SIZE:1 1/4"" NPT, MATERIAL:EN 1.4401",SCH63
"BAR, CIRCULAR, SIZE:DIA 130, MATERIAL:EN 1.4404",MEP99
"PLATE, SIZE:PL 30 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"HOSE, OIL INLET, SIZE:1"" X 890, MATERIAL:MEGA TUFF",SPI38
"NUT, EYE, SIZE:M10, MATERIAL:GRADE 95",SCH55
"BOLT, EYE, SIZE:M12, MATERIAL:GRADE 95",STL05
"BOLT, EYE, SIZE:M20, MATERIAL:GRADE 95",STL05
"BOLT, SOCKET, SIZE:M6X16, MATERIAL:25 CR DUPLEX",TSC04
"BOLT, SOCKET, SIZE:M12X30, MATERIAL:25 CR DUPLEX",TSC04
"STUD, SIZE:M20X100, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M8, MATERIAL:25 CR DUPLEX",SCH55
"BOLT, SOCKET, SIZE:M8X90, MATERIAL:25 CR DUPLEX",TSC04
"NUT, LOCK, SIZE:M12, MATERIAL:25 CR DUPLEX",SCH55
"STUD, SIZE:M12X50, MATERIAL:25 CR DUPLEX",PTP37
"NUT, EYE, SIZE:M20 VRM-N20, MATERIAL:GRADE 95",SCH55
"PLATE, SIZE:PL 200 X 1000 X 2000, MATERIAL:S355G10+N/M",CTZ99
"BOLT, EYE, SIZE:M10, MATERIAL:GRADE 95",STL05
"THERMOWELL, COOLING OIL SYSTEM, RATING:45 BARG(TEST PRESSURE)",ICN10
"TRANSMITTER, TEMPERATURE, TYPE:SCREWED INTO THERMOWELL, RATING:-50 TO 450 DEG C",ICT10
"TRANSMITTER, PRESSURE, TYPE:COPLANAR MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"TRANSMITTER, DIFFERENTIAL PRESSURE, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"INDICATOR, DIFFERENTIAL PRESSURE, RATING:SP 3 BAR",ICI03
"VALVE, PRESSURE CONTROL, RATING:-45 TO 90 DEG C, SP 13.8 BARG",VAC99
"VALVE, PRESSURE CONTROL, TYPE:MANIFOLD MOUNTED ON BLOCK, RATING:-10 TO 80 DEG C, 350 BAR MAX",VAC99
"TRANSMITTER, LEVEL, RATING:-40 TO 130 DEG C, -1 TO 40 BAR, CONNECTION MATERIAL:316 SST",ICT04
"GAUGE, LEVEL",ICG02
"TRANSMITTER, FLOW, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT03
"ORIFICE, RESTRICTION, SIZE:1 1/2"", 5MM THK, RATING:300, MATERIAL:TITANIUM GRADE 2",ICP01
"ORIFICE, RESTRICTION, SIZE:5MM THK, MATERIAL:AISI 316 SS",ICP01
"ORIFICE, RESTRICTION, SIZE:6"", 5MM THK, RATING:300, MATERIAL:25 CR SUPER DUPLEX",ICP01
"TOOL BOX, SE PUMP",CTL99
"TOOL, SPECIAL FOR TAPER FIT IMPELLER",CTL99
"TOOL, ASSEMBLY FOR TAPER FIT IMPELLER M60",CTL99
"TOOL, RETAINER",SCH17
"TOOL, PRESSURE TESTING/PURGE TOOL",CTL99
"TOOL, HANG OFF",CTL99
"TOOL, LOCKING",CTL99
"BRACKET(ASSEMBLY), BEARING, SIZE:450/DIA 128 SHAFT/DIA 680/60, MATERIAL:25 CR DUPLEX",MEP07
"BRACKET(LOWER), BEARING, SE450, MATERIAL:25 CR DUPLEX",MEP07
"BOLT, SOCKET, SIZE:M6X60, MATERIAL:25 CR DUPLEX",TSC04
"BAR, CIRCULAR, SIZE:DIA 280, MATERIAL:EN 1.6582",MEP99
"RING, DISTANCE, SE450, TYPE:6 POLE, MATERIAL:S355G10+N/M",MEP99
"SEAL(ASSEMBLY), MECHANICAL, SIZE:DIA 128",SCH54
"PLATE, SIZE:PL 15 X 1500 X 3000, MATERIAL:25 CR DUPLEX",CTZ99
"PLUG, STATOR, MATERIAL:25 CR DUPLEX",SCH63
"PLATE, SIZE:PL 12 X 2000 X 6000, MATERIAL:25 CR DUPLEX",CTZ99
"SCREW, RING, SIZE:RS-M42, MATERIAL:ST 80",SCH72
"SCREW, RING, SIZE:RS-M12, MATERIAL:ST 80",SCH72
"STUD, MATERIAL:M20X60, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M20X90, MATERIAL:25 CR DUPLEX",PTP37
"STUD, MATERIAL:M16X55, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M16, MATERIAL:25 CR DUPLEX",SCH55
"STUD, MATERIAL:M10X70, MATERIAL:25 CR DUPLEX",PTP37
"PLUG, LOCKING, MATERIAL:25 CR DUPLEX",SCH63
"BOLT, HEXAGONAL, SIZE:M10X20, MATERIAL:25 CR DUPLEX",TSC04
"SLEEVE, LOWER SE, MATERIAL:TITAN GR.2",SCH77
"PIPE, SEAMLESS, SIZE:4"", TYPE:SCH 10S, LENGTH:5753MM, MATERIAL:TITAN GR.2",SPI29
"SLEEVE, UPPER SE, MATERIAL:TITAN GR.2",SCH77
"GLAND, BOX, RATING:11 KV, MATERIAL:1.4404",CFC03
"PLATE, SIZE:PL 8 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BOLT, THREADED, SIZE:M8X1000, MATERIAL:A4-80",TSC04
"ROD, LOCK, LENGTH:1319, MATERIAL:POM-C HVIT",MEP99
"ROD, LOCK, SIZE:OD 13/ID 5, LENGTH:6000 MM, MATERIAL:POM C WHITE",MEP99
"TUBE INSULATION, LENGTH:1348, MATERIAL:POM-C HVIT",PTT99
"TUBE INSULATION, SIZE:OD 40/ ID 33, LENGTH:6000 MM, MATERIAL:POM C",PTT99
"COVER, BOX GLAND, MATERIAL:1.4404",ELA01
"PLUG, SEAL, MATERIAL:POM C WHITE",SCH63
"PLATE, SIZE:PL 4 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"PLATE, SIZE:PL 10 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"BAR, CIRCULAR, SIZE:DIA 60, MATERIAL:EN 1.4404",MEP99
"BAR, CIRCULAR, SIZE:DIA 12, MATERIAL:1.4401",MEP99
"NIPPLE, WELD, SIZE:1"" NPT, MATERIAL:1.4404",SCJ04
"NIPPLE, HEXAGONAL, SIZE:G 1/2"", MATERIAL:EN 1.4432",SCJ04
"BAR, CIRCULAR, SIZE:DIA 220, MATERIAL:EN 1.4404",MEP99
"PLUG, HEXAGONAL, SIZE:5/8-18 UNF, MATERIAL:1.4401",SCH63
"PLUG, SOCKET, SIZE:1/8"" NPT, MATERIAL:EN 1.4401",SCH63
"GASKET, SIZE:DIA 1 /2"", RATING:300 RF, MATERIAL:ARAMID FIBER/NBR",PTP38
"PLUG, SOCKET, SIZE:1 1/4"" NPT, MATERIAL:EN 1.4401",SCH63
"BAR, CIRCULAR, SIZE:DIA 130, MATERIAL:EN 1.4404",MEP99
"PLATE, SIZE:PL 30 X 1500 X 3000, MATERIAL:EN 1.4404",CTZ99
"HOSE, OIL INLET, SIZE:1"" X 890, MATERIAL:MEGA TUFF",SPI38
"NUT, EYE, SIZE:M10, MATERIAL:GRADE 95",SCH55
"BOLT, EYE, SIZE:M12, MATERIAL:GRADE 95",STL05
"BOLT, EYE, SIZE:M20, MATERIAL:GRADE 95",STL05
"BOLT, SOCKET, SIZE:M6X16, MATERIAL:25 CR DUPLEX",TSC04
"BOLT, SOCKET, SIZE:M12X30, MATERIAL:25 CR DUPLEX",TSC04
"STUD, SIZE:M20X100, MATERIAL:25 CR DUPLEX",PTP37
"NUT, HEXAGONAL, SIZE:M8, MATERIAL:25 CR DUPLEX",SCH55
"BOLT, SOCKET, SIZE:M8X90, MATERIAL:25 CR DUPLEX",TSC04
"NUT, LOCK, SIZE:M12, MATERIAL:25 CR DUPLEX",SCH55
"STUD, SIZE:M12X50, MATERIAL:25 CR DUPLEX",PTP37
"NUT, EYE, SIZE:M20 VRM-N20, MATERIAL:GRADE 95",SCH55
"PLATE, SIZE:PL 200 X 1000 X 2000, MATERIAL:S355G10+N/M",CTZ99
"BOLT, EYE, SIZE:M10, MATERIAL:GRADE 95",STL05
"THERMOWELL, COOLING OIL SYSTEM, RATING:45 BARG(TEST PRESSURE)",ICN10
"TRANSMITTER, TEMPERATURE, TYPE:SCREWED INTO THERMOWELL, RATING:-50 TO 450 DEG C",ICT10
"TRANSMITTER, PRESSURE, TYPE:COPLANAR MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"TRANSMITTER, DIFFERENTIAL PRESSURE, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT07
"INDICATOR, DIFFERENTIAL PRESSURE, RATING:SP 3 BAR",ICI03
"VALVE, PRESSURE CONTROL, RATING:-45 TO 90 DEG C, SP 13.8 BARG",VAC99
"VALVE, PRESSURE CONTROL, TYPE:MANIFOLD MOUNTED ON BLOCK, RATING:-10 TO 80 DEG C, 350 BAR MAX",VAC99
"TRANSMITTER, LEVEL, RATING:-40 TO 130 DEG C, -1 TO 40 BAR, CONNECTION MATERIAL:316 SST",ICT04
"GAUGE, LEVEL",ICG02
"TRANSMITTER, FLOW, TYPE:COPLANAR FLANGE MOUNTING, RATING:-40 TO 80 DEG C",ICT03
"ORIFICE, RESTRICTION, SIZE:1 1/2"", 5MM THK, RATING:300, MATERIAL:TITANIUM GRADE 2",ICP01
"ORIFICE, RESTRICTION, SIZE:5MM THK, MATERIAL:AISI 316 SS",ICP01
"ORIFICE, RESTRICTION, SIZE:6"", 5MM THK, RATING:300, MATERIAL:25 CR SUPER DUPLEX",ICP01
"TOOL BOX, SE PUMP",CTL99
"TOOL, SPECIAL FOR TAPER FIT IMPELLER",CTL99
"TOOL, ASSEMBLY FOR TAPER FIT IMPELLER M60",CTL99
"TOOL, RETAINER",SCH17
"TOOL, PRESSURE TESTING/PURGE TOOL",CTL99
"TOOL, HANG OFF",CTL99
"TOOL, LOCKING",CTL99
"TUBE, INSULATION",PTT99
"CAP, INSULATION",SPI32
O-RING,CTZ11
"ADHESIVE, LIQUID, 50ML, LOCTITE 2701",FLC14
"O-RING, MATERIAL:70NBR",CTZ11
"COVER, ELECTRIC CONNECTION FOR IFC 300 C, MATERIAL:F STAINLESS STEEL",ELA01
"CYLINDER, SAMPLE, SIZE:1/4"" FNPT, VOLUME:1000 CM3, MATERIAL:ALLOY 400",CTZ03
"COVER, DISPLAY-EEX, MATERIAL:STAINLESS STEEL",ELA01
"MOUNT MAT.(ASSEMBLY) FOR 2"" PIPE, TYPE:FIELD CONSOLEANDWALL MOUNT HOUSING",MEP99
"SST CONNECTION BOX ASSEMBLY-EEX, CONNECTION: M20 X 1.5",MEP99
"COVER, CONNECTION BOX, MATERIAL:STAINLESS STEEL",ELA01
"FLOWMETER, MAGNETIC INDUCTIVE, SIZE:DN 600/24"", STANDARD:ASME B16.5, RATING:150LB RF",ICT03
"RING, WEAR(UPPER), SIZE:DIA 600, MATERIAL:2.4856/2.4831",SCH89
"BOLT, SOCKET, SIZE:M12 X 20MM, STANDARD:ISO4762, MATERIAL:25 CR DUPLEX",TSC04
"IMPELLER, TYPE:S940-41, MATERIAL:25 CR DUPLEX",SCH48
"NUT, IMPELLER, SIZE:M60X3/OD 154/ID 115, MATERIAL:25 CR DUPLEX",SCH55
"SCREW, LOCK",SCH72
"ROD, LOCK",MEP99
"NUT, HEXAGONAL, SIZE:M12, STANDARD:ISO4032, MATERIAL:25 CR DUPLEX",SCH55
"WASHER, TYPE:FLAT",SCH88
CENTRALIZER,ELA01
HEATER ENCLOSURE,MEB05
"ANODE(ASSEMBLY), GENERAL, MATERIAL:AI-GA",STC01
"ANODE, AL-3F, WEIGHT:3KG, MATERIAL:AI-GA",STC01
"BOLT, SOCKET, SIZE:M16 X 60, STANDARD:ISO4762, MATERIAL:25 CR DUPLEX",TSC04
"CONTACT BAND FOR ELECTRICAL CONNECTION(2.5 FOR PIPESTACK + 0.5 FOR MOTOR NDE ASSY), TYPE:BAND NO. 8/SOTAX/LTF-108-0.2-1",ELA01
"PUMP HEAD, SEAWATER LIFT COMPLETE, TYPE:SE450/700/1, MATERIAL:25 CR DUPLEX",MEP99
"ROTOR, ZUMA-450UA-06 1ST, SIZE:DIA 125/270",SCH70
"STATOR, ASSEMBLY(ZUMA-450UA-06), RATING:11 KV, MATERIAL:25 CR DUPLEX",SCH26
"SEAL, MECHANICAL, SIZE:DIA128-S1/150-E2, MATERIAL:TITANIUM",SCH54
"RING, WEAR(IMPELLER), SIZE:DIA 532, MATERIAL:2.4856/2.4831",SCH89
"ELEMENT, FLAME ARRESTOR, SIZE:6""",SPI03
"ELEMENT, FLAME ARRESTOR, SIZE:4""",SPI03
"AMPLIFIER, ELECTRONICS,TYPE:IFC300/D/EEX",SCF01
"WASHER, TYPE:FLAT, STANDARD:DIN125/MDS-022, MATERIAL:25 CE DUPLEX",SCH88
"NUT, HEXAGONAL, SIZE:M10, MATERIAL:25 CR DUPLEX",SCH55
"O-RING, MATERIAL:NITRIL 70",CTZ11
"O-RING, MATERIAL:70NBR",CTZ11
"WASHER, TYPE:FLAT, STANDARD:DIN125/MDS-022",SCH88
"NUT, HEXAGONAL, STANDARD:ISO 4032, SIZE:M20, MATERIAL:25CR DUPLEX",SCH55
"GREASE, MOLYKOTE 111, CAPACITY:CAN-1KG",FLF06
CIRCLIP FOR LOCKING SUPPORT,SCH11
"PASTE, MOUNTING, CHESTERTON 785 PARTING LUBRICANT",FLC01
"CONNECTOR, CLIPS LOCK, TYPE:MALE",MEP99
INSULATION PIECE(UPPER),MEP99
"BOLT, SOCKET, STANDARD:ISO4762, SIZE:M6X12, MATERIAL:25 CR DUPLEX",TSC04
"STUD, STANDARD:DIN976, SIZE:M24X160, MATERIAL:25 CR SUPER DUPLEX",PTP37
"WASHER, TYPE:FLAT, MATERIAL:25 CR SUPER DUPLEX",SCH88
"WASHER, LOCK, TYPE:NL 16-NORD-LOCK",SCH88
"PLUG, LOCKING, DIM:L1=103MM, L2=75MM, MATERIAL:25 CR DUPLEX",SCH63
"O-RING, MATERIAL:NITRIL 70",CTZ11
"PLATE, SUPPORT(EL.SYSTEM), MATERIAL:POM C WHITE",CTZ99
"PLATE, SUPPORT",CTZ99
"TUBE, DISTANCE",PTT99
"TUBE, DISTANCE",PTT99
"LOCK, ROD",MEP99
"GASKET, COVER(JUNCTION BOX), SIZE:875X600, MATERIAL:HG60VMQ",SCH31
"GASKET FOR BOX GLAND, SIZE:540X360, MATERIAL:HG60VMQ",SCH31
"GASKET FOR BOX GLAND, SIZE:410X253X3, MATERIAL:HG60VMQ",SCH31
O-RING,CTZ11
"NUT, LOCKING FOR ROD LOCK, MATERIAL:POM C WHITE",SCH55
"SLEEVE, INSULATION(LOWER), OILPIP, MATERIAL:POM C WHITE",SCH77
"O-RING, MATERIAL:NITRIL 70",CTZ11
"NUT, HEXAGONAL, SIZE:M24, STANDARD:ISO4032, MATERIAL:25 CR SUPER DUPLEX",SCH55
"STUD BOLT, SIZE:M12 X 70, STANDARD:DIN976, MATERIAL:25 CR SUPER DUPLEX",PTP37
"DETECTOR, MAGNETIC PARTICLE, SIZE:1/2""X20 UNF, OPERATING TEMPERATURE/PRESSURE:-40 TO 175 DEG C/34.5 BAR",MEU04
"O-RING, NI 725X5.33, MATERIAL:NITRIL70",CTZ11
