description,technical_code
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-CV CRA >4"" 900#≤P<2500# & 3000psi-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAC14
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 2500# & 6000 psi-CV CRA >4"" 2500# & 6000psi-Valve Control || CRA || 4"" and above || 2500# & 6000 psi",VAC15
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || API 6A and ≥10000#-CV CRA >4"" API6A & ≥10000#-Valve Control || CRA || 4"" and above || API 6A and ≥10000#",VAC16
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || Pressure < 900#-CV CS <3"" P<900#-Valve Control || CS || 3"" and below || Pressure < 900#",VAC01
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-CV CS <3"" 900#≤P<2500# & 3000psi-Valve Control || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAC02
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || 2500# & 6000 psi-CV CS <3"" 2500# & 6000psi-Valve Control || CS || 3"" and below || 2500# & 6000 psi",VAC03
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || API 6A and ≥10000#-CV CS <3"" API 6A & ≥10000#-Valve Control || CS || 3"" and below || API 6A and ≥10000#",VAC04
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || Pressure < 900#-CV CRA <3"" P<900#-Valve Control || CRA || 3"" and below || Pressure < 900#",VAC05
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-CV CRA <3"" 900#≤P<2500# & 3000psi-Valve Control || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAC06
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || 2500# & 6000 psi-CV CRA <3"" 2500# & 6000psi-Valve Control || CRA || 3"" and below || 2500# & 6000 psi",VAC07
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || API 6A and ≥10000#-CV CRA <3"" API6A & ≥10000#-Valve Control || CRA || 3"" and below || API 6A and ≥10000#",VAC08
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || Pressure < 900#-CV CS >4"" P<900#-Valve Control || CS || 4"" and above || Pressure < 900#",VAC09
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-CV CS >4"" 900#≤P<2500# & 3000psi-Valve Control || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAC10
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || 2500# & 6000 psi-CV CS >4"" 2500# & 6000psi-Valve Control || CS || 4"" and above || 2500# & 6000 psi",VAC11
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || API 6A and ≥10000#-CV CS >4"" API 6A & ≥10000#-Valve Control || CS || 4"" and above || API 6A and ≥10000#",VAC12
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || Pressure < 900#-CV CRA >4"" P<900#-Valve Control || CRA || 4"" and above || Pressure < 900#",VAC13
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-CV CRA >4"" 900#≤P<2500# & 3000psi-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAC14
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 2500# & 6000 psi-CV CRA >4"" 2500# & 6000psi-Valve Control || CRA || 4"" and above || 2500# & 6000 psi",VAC15
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || API 6A and ≥10000#-CV CRA >4"" API6A & ≥10000#-Valve Control || CRA || 4"" and above || API 6A and ≥10000#",VAC16
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || Pressure < 900#-CV CS <3"" P<900#-Valve Control || CS || 3"" and below || Pressure < 900#",VAC01
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-CV CS <3"" 900#≤P<2500# & 3000psi-Valve Control || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAC02
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || 2500# & 6000 psi-CV CS <3"" 2500# & 6000psi-Valve Control || CS || 3"" and below || 2500# & 6000 psi",VAC03
"Valves - Actuated-Control Valves-Valve Control || CS || 3"" and below || API 6A and ≥10000#-CV CS <3"" API 6A & ≥10000#-Valve Control || CS || 3"" and below || API 6A and ≥10000#",VAC04
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || Pressure < 900#-CV CRA <3"" P<900#-Valve Control || CRA || 3"" and below || Pressure < 900#",VAC05
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-CV CRA <3"" 900#≤P<2500# & 3000psi-Valve Control || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAC06
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || 2500# & 6000 psi-CV CRA <3"" 2500# & 6000psi-Valve Control || CRA || 3"" and below || 2500# & 6000 psi",VAC07
"Valves - Actuated-Control Valves-Valve Control || CRA || 3"" and below || API 6A and ≥10000#-CV CRA <3"" API6A & ≥10000#-Valve Control || CRA || 3"" and below || API 6A and ≥10000#",VAC08
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || Pressure < 900#-CV CS >4"" P<900#-Valve Control || CS || 4"" and above || Pressure < 900#",VAC09
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-CV CS >4"" 900#≤P<2500# & 3000psi-Valve Control || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAC10
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || 2500# & 6000 psi-CV CS >4"" 2500# & 6000psi-Valve Control || CS || 4"" and above || 2500# & 6000 psi",VAC11
"Valves - Actuated-Control Valves-Valve Control || CS || 4"" and above || API 6A and ≥10000#-CV CS >4"" API 6A & ≥10000#-Valve Control || CS || 4"" and above || API 6A and ≥10000#",VAC12
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || Pressure < 900#-CV CRA >4"" P<900#-Valve Control || CRA || 4"" and above || Pressure < 900#",VAC13
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-CV CRA >4"" 900#≤P<2500# & 3000psi-Valve Control || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAC14
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || 2500# & 6000 psi-CV CRA >4"" 2500# & 6000psi-Valve Control || CRA || 4"" and above || 2500# & 6000 psi",VAC15
"Valves - Actuated-Control Valves-Valve Control || CRA || 4"" and above || API 6A and ≥10000#-CV CRA >4"" API6A & ≥10000#-Valve Control || CRA || 4"" and above || API 6A and ≥10000#",VAC16
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || Pressure < 900#-PSV CS <3"" P<900#-Valve Press. Relief || CS || 3"" and below || Pressure < 900#",VAP01
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP02
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi-PSV CS <3"" 2500# & 6000psi-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi",VAP03
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#-PSV CS <3"" API 6A & ≥10000#-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#",VAP04
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#-PSV CRA <3"" P<900#-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#",VAP05
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP06
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi-PSV CRA <3"" 2500# & 6000psi-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi",VAP07
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#-PSV CRA <3"" API 6A & ≥10000#-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#",VAP08
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || Pressure < 900#-PSV CS >4"" P<900#-Valve Press. Relief || CS || 4"" and above || Pressure < 900#",VAP09
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP10
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi-PSV CS >4"" 2500# & 6000psi-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi",VAP11
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#-PSV CS >4"" API 6A & ≥10000#-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#",VAP12
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#-PSV CRA >4"" P<900#-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#",VAP13
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP14
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi-PSV CRA 4>"" 2500# & 6000psi-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi",VAP15
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#-PSV CRA >4"" API 6A & ≥10000#-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#",VAP16
Valves - Actuated-Pressure Relief Valves-Tubing Press. Relief Valve || SS || Low Pressure (<10000 psi)-Tube PSV SS LP<10000psi-Tubing Press. Relief Valve || SS || Low Pressure (<10000 psi),VAP17
Valves - Actuated-Pressure Relief Valves-Tubing Press. Relief Valve || SS || Medium Pressure (≥10000 psi)-Tube PSV SS MP≥10000psi-Tubing Press. Relief Valve || SS || Medium Pressure (≥10000 psi),VAP18
Valves - Actuated-Pressure Relief Valves-Tubing Press. Relief Valve || CRA (excl. SS) || Low Pressure (<10000 psi)-Tube PSV CRA exl SS LP<10000psi-Tubing Press. Relief Valve || CRA (excl. SS) || Low Pressure (<10000 psi),VAP19
Valves - Actuated-Pressure Relief Valves-Tubing Press. Relief Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi)-Tube PSV CRA exl SS MP≥10000psi-Tubing Press. Relief Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi),VAP20
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || Pressure < 900#-PSV CS <3"" P<900#-Valve Press. Relief || CS || 3"" and below || Pressure < 900#",VAP01
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP02
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi-PSV CS <3"" 2500# & 6000psi-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi",VAP03
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#-PSV CS <3"" API 6A & ≥10000#-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#",VAP04
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#-PSV CRA <3"" P<900#-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#",VAP05
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP06
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi-PSV CRA <3"" 2500# & 6000psi-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi",VAP07
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#-PSV CRA <3"" API 6A & ≥10000#-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#",VAP08
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || Pressure < 900#-PSV CS >4"" P<900#-Valve Press. Relief || CS || 4"" and above || Pressure < 900#",VAP09
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP10
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi-PSV CS >4"" 2500# & 6000psi-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi",VAP11
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#-PSV CS >4"" API 6A & ≥10000#-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#",VAP12
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#-PSV CRA >4"" P<900#-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#",VAP13
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP14
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi-PSV CRA 4>"" 2500# & 6000psi-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi",VAP15
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#-PSV CRA >4"" API 6A & ≥10000#-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#",VAP16
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || Pressure < 900#-PSV CS <3"" P<900#-Valve Press. Relief || CS || 3"" and below || Pressure < 900#",VAP01
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP02
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi-PSV CS <3"" 2500# & 6000psi-Valve Press. Relief || CS || 3"" and below || 2500# & 6000 psi",VAP03
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#-PSV CS <3"" API 6A & ≥10000#-Valve Press. Relief || CS || 3"" and below || API 6A and ≥10000#",VAP04
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#-PSV CRA <3"" P<900#-Valve Press. Relief || CRA || 3"" and below || Pressure < 900#",VAP05
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA <3"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAP06
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi-PSV CRA <3"" 2500# & 6000psi-Valve Press. Relief || CRA || 3"" and below || 2500# & 6000 psi",VAP07
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#-PSV CRA <3"" API 6A & ≥10000#-Valve Press. Relief || CRA || 3"" and below || API 6A and ≥10000#",VAP08
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || Pressure < 900#-PSV CS >4"" P<900#-Valve Press. Relief || CS || 4"" and above || Pressure < 900#",VAP09
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CS >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP10
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi-PSV CS >4"" 2500# & 6000psi-Valve Press. Relief || CS || 4"" and above || 2500# & 6000 psi",VAP11
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#-PSV CS >4"" API 6A & ≥10000#-Valve Press. Relief || CS || 4"" and above || API 6A and ≥10000#",VAP12
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#-PSV CRA >4"" P<900#-Valve Press. Relief || CRA || 4"" and above || Pressure < 900#",VAP13
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-PSV CRA >4"" 900#≤P<2500# & 3000psi-Valve Press. Relief || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VAP14
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi-PSV CRA 4>"" 2500# & 6000psi-Valve Press. Relief || CRA || 4"" and above || 2500# & 6000 psi",VAP15
"Valves - Actuated-Pressure Relief Valves-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#-PSV CRA >4"" API 6A & ≥10000#-Valve Press. Relief || CRA || 4"" and above || API 6A and ≥10000#",VAP16
Valves - Actuated-Pressure Relief Valves-Pressure Relief Valves (Generic) - for migration only-Pressure Relief Valves (Generic) - for migration only-Pressure Relief Valves (Generic) - for migration only,VAP99
"Valves - Actuated-Shutdown Valves-Valve Shutdown || CS || 3"" and below || Pressure < 900#-SDV CS <3"" P<900#-Valve Shutdown || CS || 3"" and below || Pressure < 900#",VAS01
"Valves - Actuated-Shutdown Valves-Valve Shutdown || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-SDV CS <3"" 900#≤P<2500# & 3000psi-Valve Shutdown || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VAS02
"Valves - Actuated-Shutdown Valves-Valve Shutdown || CS || 3"" and below || 2500# & 6000 psi-SDV CS <3"" 2500# & 6000psi-Valve Shutdown || CS || 3"" and below || 2500# & 6000 psi",VAS03
